job_aptitude_exam,same_industry,unexcused_absences,hs_gpa,good_behavior,high_school,enrolled_late,instructor,sensitive_01,sensitive_02,sensitive_03,sensitive_04,sensitive_05,sensitive_06,sensitive_07,sensitive_08,sensitive_09,sensitive_10,sensitive_11,sensitive_12,sensitive_13,sensitive_14,sensitive_15,sensitive_17,sensitive_18,sensitive_19,sensitive_20,sensitive_22,sensitive_23,sensitive_24,sensitive_25
96.0,0,1,2.958,0.0,127,0,inst_4,-0.36,0.22,0.36,-0.53,1,0,0.87,-1.02,-1.26,,-0.05,1.2,0.56,0.6564800000000002,1,1,0,0.15,1,1,0.95,1,0.05
93.0,0,0,3.641,,188,0,inst_7,1.68,1.28,-0.78,-0.51,0,1,0.06,-1.0,1.45,,-1.37,0.84,-0.98,-4.56818,0,0,1,-0.98,1,0,0.67,1,2.17
85.0,0,0,3.3280000000000003,0.0,27,0,inst_5,-0.51,-0.94,1.03,-0.95,0,0,-0.91,-0.34,-1.07,1.0,-0.78,0.91,-0.89,-3.96192,1,0,0,-0.4,1,1,0.07,1,0.47
87.0,0,0,3.213,0.0,310,0,inst_8,-0.11,-0.14,1.88,0.08,0,0,2.06,0.4,0.38,,0.21,0.63,-0.1,-1.3213,1,0,1,1.01,0,1,1.32,1,-0.42
69.0,0,2,3.035,0.0,44,0,inst_5,0.17,0.72,-0.53,0.55,0,0,-1.15,-0.91,1.25,,-0.7,-0.31,0.91,1.7618500000000004,1,0,0,0.66,1,1,0.64,0,1.46
108.0,0,2,3.133,0.0,31,0,inst_6,1.02,-0.45,-0.08,-0.61,1,0,0.89,-1.6,-1.41,,-1.1,-1.13,0.58,0.81714,0,0,1,0.04,1,1,1.15,0,-1.33
73.0,0,1,3.835,0.0,187,0,inst_9,-0.29,-2.42,-0.3,-0.56,1,1,-1.43,-0.22,-1.01,1.0,0.59,0.24,-0.68,-3.6078,0,1,1,0.98,0,0,0.03,0,1.71
90.0,0,1,3.638,1.0,272,0,inst_7,0.24,-1.07,0.14,-0.71,1,0,0.96,0.67,1.81,,0.2,-0.04,0.0,-1.0,1,1,0,-1.74,1,0,1.16,1,-0.44
98.0,0,1,3.507,0.0,244,0,inst_4,-0.49,0.56,-0.23,1.42,0,0,-2.13,1.11,0.21,,0.2,0.65,1.28,3.4889600000000005,0,1,1,1.4,0,0,2.09,0,-0.66
92.0,0,3,2.329,1.0,93,0,inst_4,0.36,-0.69,0.45,-1.81,1,0,-1.57,0.5,0.72,1.0,1.09,-0.4,1.23,1.8646700000000005,0,0,1,0.07,1,0,0.23,0,0.13
88.0,0,0,3.733,0.0,40,0,inst_2,-0.66,0.15,-0.67,0.86,0,1,-0.73,1.38,0.69,,0.97,-0.58,1.32,3.9275600000000006,0,1,1,0.51,1,0,0.78,0,-0.65
113.0,0,0,3.626,0.0,229,0,inst_3,1.07,-0.76,0.8,0.94,1,0,0.51,0.36,-1.44,0.0,-0.34,0.09,-1.23,-5.459980000000002,1,0,1,0.93,1,0,0.07,0,-0.58
101.0,0,1,3.212,1.0,12,0,inst_4,0.58,-0.36,-0.63,1.85,1,0,0.37,0.31,-0.55,,-0.85,1.58,-0.66,-3.11992,1,0,1,1.86,1,1,0.03,1,1.12
110.0,0,0,3.47,1.0,411,0,inst_5,-1.1,-0.25,1.17,1.06,1,0,-0.7,0.32,0.29,,0.26,0.51,1.02,2.5394,0,1,0,1.13,0,1,-0.16,1,0.45
93.0,0,0,3.42,1.0,316,0,inst_7,1.27,-0.73,0.9,-0.75,0,0,0.71,-0.46,-1.15,,0.31,-0.41,-0.59,-3.0178,0,0,0,-1.33,1,1,-1.49,0,0.29
92.0,0,0,3.673,1.0,84,0,inst_3,1.8,-0.75,0.06,0.16,0,0,-2.82,-0.25,-0.18,0.0,0.9,1.37,0.37,0.35901000000000005,1,0,0,-0.85,0,0,0.8,0,0.13
106.0,0,1,3.363,0.0,200,0,inst_4,-0.5,-0.06,-0.22,0.59,1,0,-0.12,0.5,-1.84,1.0,-1.23,-2.12,-1.14,-4.833819999999999,0,0,0,-0.73,0,1,1.64,1,0.34
96.0,0,1,3.273,1.0,330,0,inst_12,1.1,0.5,1.52,-0.15,0,0,-1.44,-0.16,0.4,,-1.53,-0.2,-0.49,-2.60377,0,1,1,0.67,1,0,-1.66,1,0.86
84.0,0,1,2.972,0.0,95,0,inst_5,1.01,-0.99,0.24,1.8,0,0,0.84,1.01,-0.29,,-0.08,-0.9,0.24,-0.2867200000000001,0,0,1,-1.35,1,0,0.23,0,-0.63
94.0,0,2,,0.0,151,0,inst_3,1.17,-0.69,-0.05,0.37,1,0,-0.12,0.74,0.85,,1.05,-1.57,-0.4,-2.3016,0,0,1,1.72,1,0,0.9,1,-0.34
92.0,0,2,3.318,0.0,58,0,inst_4,-1.19,-1.39,-0.53,1.88,0,0,0.87,0.45,-0.16,0.0,0.72,2.46,-0.8,-3.6544,0,0,1,-1.27,0,0,0.81,0,0.26
98.0,0,6,0.416,0.0,351,0,inst_5,-2.98,1.65,2.16,0.08,1,0,0.56,-1.41,-0.65,1.0,0.19,-0.51,1.07,-0.55488,1,1,0,-1.37,1,1,0.0,1,0.83
86.0,0,2,3.237,1.0,270,0,inst_1,0.99,-0.66,-0.52,0.12,0,0,-1.6,1.2,0.02,0.0,-1.66,-0.24,0.56,0.8127200000000003,0,0,0,0.32,1,0,-0.82,1,1.46
95.0,0,0,3.629,0.0,141,0,inst_2,0.19,0.07,-0.44,-0.62,1,0,-0.58,-0.79,0.18,,0.37,-1.18,-0.86,-4.12094,1,1,0,-0.03,0,0,-0.18,0,-0.26
86.0,0,0,3.831,0.0,246,0,inst_2,0.61,-0.19,0.4,-0.01,0,1,-0.61,-0.84,0.58,,-0.95,1.0,1.08,3.13748,0,1,1,-1.5,1,0,-0.67,1,-1.34
88.0,0,1,3.087,0.0,82,0,inst_8,-1.89,0.76,-1.76,-0.32,0,0,-0.22,-0.01,0.75,0.0,1.21,-1.18,0.51,0.5743699999999999,0,0,1,0.1,1,0,0.07,1,-0.41
80.0,0,3,2.4090000000000003,1.0,164,0,inst_2,-0.59,2.26,1.41,-0.03,0,1,0.93,-0.83,-1.16,1.0,1.25,-0.7,0.38,-0.0845800000000001,1,0,0,1.31,0,1,-0.9,0,-1.45
86.0,0,0,3.67,0.0,166,0,inst_4,1.25,0.87,0.49,0.27,0,1,0.78,0.48,-2.31,,-1.77,0.05,0.3,0.10099999999999998,1,1,1,2.16,0,0,-0.18,0,-1.87
94.0,0,2,2.714,1.0,290,0,,0.3,-0.22,1.1,-1.75,1,0,-0.62,0.87,-0.86,1.0,0.1,1.06,-0.21,-1.56994,1,1,0,1.78,0,0,-0.08,1,-0.81
103.0,0,0,3.683,0.0,999,0,inst_4,-0.01,-0.18,0.67,-0.44,1,1,-0.35,2.02,0.2,,0.95,-0.45,0.86,2.16738,0,0,0,0.02,1,0,-1.53,0,1.58
105.0,0,1,3.557,0.0,5,0,inst_8,1.18,1.87,1.75,0.4,1,1,-1.58,-1.36,-0.78,,0.22,-1.93,1.52,4.40664,1,1,1,-1.79,1,0,0.18,1,-0.79
90.0,0,1,2.7230000000000003,1.0,10,0,inst_5,0.18,1.41,0.0,1.45,0,1,0.23,0.46,0.8,0.0,0.51,-1.02,0.24,-0.34648,0,0,0,-1.76,0,0,0.11,1,-0.15
95.0,0,1,3.442,0.0,131,0,inst_4,0.56,1.17,0.18,0.25,0,1,-0.32,0.53,0.5,,0.19,0.46,-1.69,-6.81698,1,1,1,0.7,0,0,0.96,0,0.19
87.0,0,0,3.133,,62,0,inst_7,-0.65,-0.06,0.14,-0.39,1,1,1.6,-0.03,0.82,,-1.62,1.62,0.48,0.5038399999999998,0,0,1,1.17,1,1,-0.19,1,-0.79
113.0,0,2,2.684,,229,0,inst_4,0.38,0.43,-1.45,-0.64,1,0,-1.89,0.21,-0.65,,-0.9,-0.56,-0.17,-1.45628,0,1,1,0.18,1,1,1.43,0,0.08
76.0,0,1,3.508,1.0,38,0,inst_4,0.79,1.8,-0.84,-0.0,1,1,-0.81,-0.73,-1.73,1.0,0.04,-0.52,-2.42,-9.48936,1,0,1,0.87,1,0,-0.24,1,0.54
97.0,0,5,0.89,0.0,54,0,inst_4,1.73,-0.03,-0.51,0.25,1,1,-0.66,0.31,-1.16,,-0.83,-0.77,0.44,-0.6084,0,0,1,1.29,1,0,-1.27,0,0.03
111.0,0,2,3.199,0.0,8,0,inst_6,0.01,0.34,1.47,1.19,0,1,-0.03,1.19,-0.61,,-2.71,0.45,0.28,-0.10427999999999993,0,1,1,-0.52,1,1,0.36,0,-0.37
99.0,0,1,3.281,0.0,234,0,inst_7,0.97,-0.69,0.65,0.54,1,0,1.08,0.57,2.33,,1.55,0.06,-0.89,-3.92009,0,1,1,-1.22,1,0,0.19,1,0.86
113.0,0,1,2.777,1.0,51,0,inst_7,1.39,0.49,0.82,0.01,0,0,0.55,-0.28,-0.5,0.0,-1.44,-0.99,-0.58,-2.61066,0,1,0,0.98,1,0,0.43,0,0.19
100.0,0,1,3.006,0.0,144,1,inst_4,1.1,0.55,-0.6,-0.09,1,0,0.37,-0.62,1.1,,0.76,-0.27,1.54,3.6292400000000002,1,1,1,0.17,1,0,1.78,1,-1.56
117.0,0,1,3.0980000000000003,0.0,266,0,inst_8,0.04,0.28,0.43,-0.47,1,1,0.3,-0.33,-1.03,,0.06,-0.51,-1.53,-5.73994,0,1,0,-0.65,1,1,-0.37,0,0.48
91.0,0,2,3.475,0.0,280,0,inst_2,-1.41,0.15,0.79,0.98,0,0,-0.58,-0.54,0.56,,-1.56,0.26,0.63,1.18925,0,0,1,-0.78,1,1,0.13,0,-0.41
93.0,0,0,3.556,0.0,150,0,inst_4,-0.39,1.19,-0.54,-0.07,0,1,0.68,1.95,-0.94,,-1.07,0.22,-0.46,-2.6357600000000003,0,1,0,0.51,1,1,0.76,1,0.1
93.0,0,1,3.026,0.0,35,0,,-0.34,0.19,0.45,0.9,0,1,-1.04,1.51,-0.38,0.0,0.26,-0.51,0.38,0.14988,1,0,1,-0.19,1,1,-0.0,1,0.06
97.0,0,2,2.148,1.0,323,0,inst_6,0.07,-0.83,0.6,0.02,0,1,0.06,-0.99,0.11,,1.54,0.1,-0.19,-1.40812,1,1,1,-0.31,0,1,0.21,0,-0.81
103.0,0,3,2.908,0.0,364,0,inst_3,1.07,-0.41,0.01,0.1,1,1,0.42,-0.92,-1.75,1.0,0.67,-1.37,0.68,0.97744,0,0,0,0.43,1,0,0.78,1,0.41
94.0,0,1,3.756,0.0,107,0,inst_6,-0.59,-0.38,0.54,0.89,0,0,-0.48,1.35,-1.55,0.0,1.93,0.17,2.18,7.188079999999999,1,0,0,-0.65,1,0,-0.45,0,-0.7
90.0,0,0,3.258,0.0,246,0,inst_8,-0.77,-0.66,0.27,0.65,1,1,-0.89,-1.28,0.26,,0.46,-3.1,0.24,-0.21808000000000005,1,0,1,0.54,1,0,-0.34,1,-0.48
112.0,0,1,3.1210000000000004,1.0,425,0,inst_3,-2.97,-1.38,-0.7,0.34,0,1,-0.56,0.42,-0.25,,-0.36,-1.22,0.25,-0.21975,0,1,1,2.01,1,0,-1.31,0,-2.23
96.0,0,1,3.097,0.0,417,0,inst_2,0.22,0.43,0.34,0.08,0,1,-1.41,0.99,0.18,,-0.08,0.35,-0.27,-1.8361900000000002,0,1,0,0.95,1,0,1.22,0,-0.52
70.0,0,1,3.445,0.0,276,0,inst_2,0.17,-0.31,1.14,-0.43,1,0,0.52,-0.66,1.03,,1.59,-1.56,-0.49,-2.68805,0,0,0,-1.0,0,0,-0.95,0,0.14
103.0,0,1,,0.0,107,0,inst_4,-0.04,-1.59,0.59,-0.08,1,1,1.67,-0.61,-0.22,,-0.59,1.55,-0.66,-3.1654600000000004,0,0,1,0.33,1,1,-1.47,1,1.5
98.0,0,1,2.889,1.0,22,0,inst_6,-0.29,1.93,0.71,-0.44,0,0,-0.88,2.16,0.82,1.0,1.0,-1.25,-0.51,-2.47339,0,1,1,-1.11,1,0,-0.73,1,-0.99
106.0,0,2,3.339,0.0,96,0,inst_2,0.52,-0.41,-1.04,0.14,1,0,-0.24,0.28,-0.84,1.0,0.36,-0.76,0.03,-0.8998299999999999,1,1,0,-0.54,1,1,0.6,1,0.86
86.0,1,2,3.335,1.0,43,0,inst_3,1.7,0.9,-1.42,-0.9,1,0,0.38,-0.09,0.19,,-0.07,0.47,0.95,2.16825,0,0,0,-0.44,0,1,-0.23,1,-0.82
79.0,0,2,3.2060000000000004,0.0,120,0,inst_4,0.16,-0.04,-0.59,-1.3,1,1,0.2,-0.14,-0.94,1.0,0.78,0.16,0.29,-0.0702600000000001,0,0,1,-2.48,1,0,-0.92,1,-0.7
96.0,0,2,2.639,1.0,83,0,inst_7,-1.26,1.83,0.16,0.55,0,1,-0.48,-0.58,-0.13,1.0,1.28,0.41,-1.75,-5.61825,0,0,1,-0.1,0,0,-0.86,1,0.28
91.0,0,1,3.663,1.0,315,0,inst_2,2.08,0.26,0.43,0.34,1,1,-0.08,0.04,0.62,1.0,-2.5,-0.81,1.06,2.88278,1,0,0,-0.42,0,1,0.52,1,-1.15
70.0,0,1,3.445,0.0,276,0,inst_2,0.17,-0.31,1.14,-0.43,1,0,0.52,-0.66,1.03,,1.59,-1.56,-0.49,-2.68805,0,0,0,-1.0,0,0,-0.95,0,0.14
85.0,0,1,3.434,0.0,92,0,inst_2,1.54,0.67,-1.96,-0.49,1,1,1.34,0.65,0.24,,-1.21,-0.21,-0.88,-4.02192,0,0,0,-0.62,1,0,-0.18,1,1.76
81.0,0,0,2.942,0.0,140,0,inst_2,-0.1,-1.36,-0.68,0.44,0,0,-0.31,-0.98,0.39,0.0,0.03,-1.39,0.76,1.2359200000000001,1,1,1,0.32,0,1,-2.11,0,-0.56
98.0,0,0,2.714,0.0,67,0,inst_3,-0.78,-0.11,-1.15,0.72,0,1,0.1,0.41,-0.22,,-0.71,0.57,-0.78,-3.11692,1,0,1,1.52,1,0,-1.12,0,-0.14
91.0,0,1,3.105,0.0,257,0,inst_5,-1.27,-0.44,-0.13,-0.03,0,0,1.89,0.19,-0.63,0.0,2.85,-0.38,-0.03,-1.09315,1,1,0,-1.4,0,1,0.95,0,0.45
73.0,0,2,3.124,1.0,178,0,inst_4,1.2,0.86,-0.82,0.28,0,1,0.79,0.27,0.22,,1.32,0.61,-0.02,-1.06248,1,0,0,1.13,1,1,0.28,0,0.59
116.0,0,0,3.071,,257,0,inst_7,-1.08,0.17,0.59,-0.0,0,0,0.42,1.0,0.9,,-0.15,-1.74,0.32,-0.017279999999999962,1,0,1,-0.46,1,0,-0.46,0,-0.97
87.0,0,0,3.528,1.0,98,0,inst_5,0.42,0.13,-0.81,1.85,1,0,-0.35,0.64,0.16,,-0.63,0.74,-1.53,-6.39784,0,0,0,0.92,0,0,0.58,1,0.21
82.0,0,0,3.173,0.0,78,0,inst_1,0.49,0.93,-1.71,3.3,1,0,0.53,-1.7,-0.79,0.0,1.38,-1.39,-0.1,-1.3173,1,0,0,-0.79,0,1,0.28,0,-0.99
80.0,0,1,3.806,0.0,76,0,inst_11,0.92,-0.77,0.16,0.95,0,1,-0.31,1.31,-0.67,1.0,-0.08,0.1,0.63,1.39778,1,1,1,0.75,0,0,-0.64,0,-1.04
91.0,0,0,3.324,,148,0,inst_2,1.38,-0.29,-0.03,0.94,1,0,0.05,-0.3,-0.26,,0.08,0.3,1.23,3.08852,0,1,1,-0.47,0,1,-1.77,0,-1.34
118.0,0,3,2.979,0.0,173,0,inst_5,0.04,0.11,0.91,-0.07,1,0,0.88,0.26,-0.77,,1.42,1.11,-1.76,-6.2430400000000015,1,0,0,-0.95,1,0,2.03,1,-0.23
113.0,0,2,3.238,0.0,388,0,inst_4,-0.29,-0.33,-0.57,-0.32,0,0,-1.72,-0.4,0.32,1.0,-0.05,-0.15,-1.28,-5.14464,0,1,1,1.3,0,1,-0.34,1,0.25
100.0,0,1,3.563,1.0,344,0,inst_6,-1.05,-0.62,0.83,0.06,0,0,0.98,-0.01,-0.08,,0.19,-1.35,0.17,-0.3942899999999999,0,0,1,-0.4,1,0,-1.22,0,0.71
90.0,0,0,3.612,0.0,127,0,inst_4,0.43,-0.58,0.51,0.38,0,0,0.86,-0.92,-0.06,1.0,-0.3,1.1,-1.38,-5.98456,1,1,1,-0.23,1,1,-1.56,0,0.15
107.0,0,2,3.1660000000000004,0.0,84,0,inst_6,0.5,0.01,0.3,1.09,0,0,-0.87,2.23,-0.21,,1.39,0.05,-0.44,-2.39304,0,0,0,1.58,1,0,-0.16,0,-0.35
97.0,0,1,3.099,0.0,361,0,inst_5,1.27,-0.15,1.21,0.19,0,0,2.47,-0.18,0.18,1.0,0.42,-0.15,1.21,2.74979,1,1,0,-0.13,1,1,-0.39,1,1.78
101.0,0,1,2.98,,35,0,inst_8,0.53,-0.26,0.12,-0.65,1,0,2.32,2.11,1.3,1.0,1.19,-0.42,0.08,-0.7616,1,1,1,1.15,0,1,0.8,1,1.26
107.0,0,2,3.123,0.0,206,0,inst_4,0.68,-0.01,1.69,-1.18,0,0,0.85,0.27,0.56,,-0.0,0.12,-0.68,-3.1236400000000004,0,1,1,0.45,0,0,-0.13,1,1.48
80.0,0,2,3.277,0.0,134,0,inst_2,-0.37,-1.0,1.12,-0.06,1,0,-0.29,-0.56,-1.17,1.0,0.44,-1.22,-0.69,-3.26113,0,1,1,0.27,1,0,-0.78,1,-1.17
114.0,0,1,3.345,0.0,37,0,inst_2,-0.54,1.62,-0.28,-0.28,1,0,-0.59,0.95,2.3,,0.57,-0.4,-0.55,-2.8397500000000004,0,0,0,-0.48,0,0,1.52,0,-0.05
108.0,0,0,2.529,0.0,12,0,inst_1,0.24,-1.17,0.13,1.02,0,1,0.77,-0.47,1.7,0.0,0.12,-1.17,-2.06,-6.20974,0,0,1,-1.27,1,0,2.39,0,-0.22
109.0,1,2,3.051,1.0,169,0,inst_9,0.19,-0.65,1.55,-0.05,0,0,1.78,-0.55,-2.13,,0.63,0.45,0.3,-0.0847,0,0,1,1.99,1,1,0.45,1,-0.98
86.0,1,2,3.335,1.0,43,0,inst_3,1.7,0.9,-1.42,-0.9,1,0,0.38,-0.09,0.19,,-0.07,0.47,0.95,2.16825,0,0,0,-0.44,0,1,-0.23,1,-0.82
97.0,0,3,2.875,0.0,47,0,inst_6,0.86,0.07,0.87,1.16,1,1,1.07,1.11,-0.64,,-2.19,1.1,-0.66,-2.8975,1,1,0,-1.27,0,0,-0.26,1,-0.38
103.0,0,1,3.08,0.0,13,0,inst_5,-0.23,0.2,-0.04,-0.12,1,0,-0.16,2.04,-1.22,,-0.35,1.73,-0.62,-2.9096,0,0,0,-0.79,1,1,-0.15,0,-1.44
93.0,0,0,3.542,1.0,194,0,inst_6,-1.12,0.84,-1.0,0.08,1,0,-0.27,0.58,0.23,,-1.85,0.27,0.48,0.7001599999999999,0,0,0,1.94,0,1,1.35,1,-0.55
108.0,0,2,3.033,0.0,46,0,,-0.5,0.91,0.37,0.1,0,1,0.09,1.03,-1.63,0.0,0.15,0.87,1.74,4.2774199999999984,0,1,0,0.23,1,1,-0.68,0,0.82
93.0,0,1,3.026,0.0,35,0,,-0.34,0.19,0.45,0.9,0,1,-1.04,1.51,-0.38,0.0,0.26,-0.51,0.38,0.14988,1,0,1,-0.19,1,1,-0.0,1,0.06
82.0,0,1,3.535,1.0,37,0,inst_3,0.45,-1.35,-0.71,0.63,0,1,0.75,0.87,-1.83,,0.09,0.06,-0.9,-4.1815,1,1,1,1.09,0,1,-1.29,1,0.61
85.0,0,2,3.092,0.0,123,0,inst_3,0.4,0.56,0.79,-0.19,1,1,0.24,0.82,-0.66,,-1.04,-0.55,-1.03,-4.184760000000002,1,1,0,1.24,0,1,0.51,0,0.76
105.0,0,1,3.5860000000000003,1.0,211,0,inst_6,0.57,1.04,-1.27,-1.69,1,0,-1.58,-0.6,-0.04,,0.64,0.5,-0.4,-2.4344,1,0,0,1.44,0,0,0.24,1,0.01
101.0,0,0,3.957,0.0,350,0,inst_4,-0.58,1.18,-0.47,0.01,0,0,-1.03,-0.79,-3.48,,0.96,0.17,-0.14,-1.55398,1,1,1,-0.36,0,1,0.09,1,1.16
80.0,0,2,2.74,1.0,83,0,inst_2,0.98,-0.94,0.44,-0.54,1,0,0.56,0.52,1.56,0.0,1.19,0.38,1.08,1.9592000000000005,1,1,0,0.93,1,0,1.13,1,-0.14
96.0,0,3,2.435,1.0,391,0,inst_6,-0.75,-0.18,-0.13,0.18,0,1,0.06,-1.22,-1.85,0.0,-0.63,-0.64,-0.28,-1.6818,1,1,1,1.89,1,1,2.26,0,-0.24
99.0,0,0,3.402,1.0,287,0,inst_4,0.29,-0.1,1.33,-0.63,0,0,-0.19,0.28,-0.63,,0.89,0.0,2.25,6.6545000000000005,1,1,0,-1.42,1,0,0.06,0,0.2
91.0,0,1,3.105,0.0,257,0,inst_5,-1.27,-0.44,-0.13,-0.03,0,0,1.89,0.19,-0.63,0.0,2.85,-0.38,-0.03,-1.09315,1,1,0,-1.4,0,1,0.95,0,0.45
92.0,0,6,2.714,0.0,263,0,inst_5,-0.05,-1.77,0.21,0.61,1,1,0.51,-0.6,0.24,,2.26,-1.31,0.66,0.7912400000000002,1,0,0,-1.19,1,1,0.86,1,1.11
68.0,0,4,2.569,,216,0,inst_4,1.1,0.98,0.76,-1.2,1,1,-0.25,-0.51,2.03,0.0,0.98,-0.35,-1.11,-3.8515900000000003,0,1,0,-0.97,1,1,0.68,1,1.36
98.0,0,1,3.225,1.0,127,0,inst_4,0.95,-2.47,0.44,-0.05,1,1,-1.66,-1.51,1.18,,-0.77,1.7,-0.25,-1.80625,1,1,1,0.55,1,1,0.26,0,0.89
95.0,0,1,3.088,0.0,435,0,,-0.42,1.18,-0.82,0.54,1,1,-0.49,1.78,-0.5,,0.46,0.29,0.05,-0.8456,1,1,0,0.94,1,1,-1.31,1,0.78
77.0,0,1,3.957,0.0,162,0,inst_4,1.31,0.75,-0.82,1.09,0,1,-0.19,0.21,-1.08,,-1.06,0.53,-0.37,-2.46409,1,1,1,-0.18,1,1,-0.87,1,-1.75
110.0,0,1,3.124,0.0,436,0,inst_3,-0.02,-0.9,0.19,-0.54,1,1,-1.04,0.18,2.0,0.0,0.14,1.53,1.57,3.90468,0,1,0,0.4,1,0,0.69,0,-0.23
80.0,0,3,2.4090000000000003,1.0,164,0,inst_2,-0.59,2.26,1.41,-0.03,0,1,0.93,-0.83,-1.16,1.0,1.25,-0.7,0.38,-0.0845800000000001,1,0,0,1.31,0,1,-0.9,0,-1.45
105.0,0,1,3.557,0.0,5,0,inst_8,1.18,1.87,1.75,0.4,1,1,-1.58,-1.36,-0.78,,0.22,-1.93,1.52,4.40664,1,1,1,-1.79,1,0,0.18,1,-0.79
106.0,0,0,3.145,0.0,434,0,inst_1,2.03,-1.93,1.39,2.75,1,0,0.66,0.03,0.36,0.0,0.6,0.76,0.59,0.8555499999999998,0,0,1,0.16,1,0,0.4,0,-2.39
69.0,0,2,3.035,0.0,44,0,inst_5,0.17,0.72,-0.53,0.55,0,0,-1.15,-0.91,1.25,,-0.7,-0.31,0.91,1.7618500000000004,1,0,0,0.66,1,1,0.64,0,1.46
92.0,0,1,3.671,0.0,210,0,inst_7,0.09,0.96,-0.78,0.68,1,0,0.9,-2.1,-0.82,,-0.22,-1.68,0.38,0.3949799999999999,0,1,0,-2.03,1,0,-1.58,1,1.7
97.0,0,3,3.0860000000000003,0.0,161,0,inst_2,0.97,-0.17,1.08,-0.34,1,1,-0.38,0.4,-0.96,,0.56,-0.35,0.2,-0.3828,1,1,1,1.62,1,0,-0.26,1,0.09
80.0,0,3,2.4090000000000003,1.0,164,0,inst_2,-0.59,2.26,1.41,-0.03,0,1,0.93,-0.83,-1.16,1.0,1.25,-0.7,0.38,-0.0845800000000001,1,0,0,1.31,0,1,-0.9,0,-1.45
98.0,0,0,3.709,1.0,303,0,inst_10,-0.23,1.5,0.37,-1.07,0,1,0.1,-0.11,-0.47,0.0,-1.53,-0.64,-1.18,-5.37662,1,1,1,1.24,0,1,-1.49,1,-1.45
80.0,0,3,2.4090000000000003,1.0,164,0,inst_2,-0.59,2.26,1.41,-0.03,0,1,0.93,-0.83,-1.16,1.0,1.25,-0.7,0.38,-0.0845800000000001,1,0,0,1.31,0,1,-0.9,0,-1.45
99.0,0,0,3.5210000000000004,0.0,123,0,inst_4,-0.47,0.45,1.91,-0.06,1,0,1.2,0.17,-0.95,,-0.06,-0.35,-0.61,-3.1478099999999998,0,0,1,-1.47,1,0,-0.68,0,0.27
75.0,0,5,2.8560000000000003,1.0,320,0,inst_3,1.04,-1.32,-0.33,0.49,0,1,0.04,1.42,-0.64,0.0,1.06,-0.02,1.67,3.76952,1,1,1,0.71,0,0,0.46,1,0.39
98.0,0,2,2.53,0.0,124,0,inst_4,0.19,-1.19,-1.99,-1.5,1,0,-0.96,-0.67,-1.32,,0.11,-0.08,-0.38,-1.9614,0,1,1,1.43,0,1,-0.04,0,-2.14
114.0,0,2,3.62,,365,0,inst_8,-1.01,-0.88,0.64,-0.57,1,1,0.82,0.41,-0.06,,0.63,1.4,-0.59,-3.1358,1,1,0,-0.74,0,0,1.97,0,-1.08
75.0,0,3,1.134,1.0,319,0,inst_6,0.44,-1.68,-1.0,0.74,1,1,-1.0,-0.45,1.74,1.0,-0.24,0.27,1.32,0.49688,1,0,0,-0.51,0,1,-0.57,0,0.13
98.0,0,0,3.295,1.0,216,0,inst_9,-0.6,-0.96,0.69,0.68,0,0,-1.83,0.42,0.33,1.0,0.07,1.57,0.79,1.60305,0,1,0,0.82,0,0,-0.96,0,-0.77
74.0,0,2,2.911,0.0,133,0,inst_9,-2.16,-1.39,0.83,-1.12,1,0,0.08,0.51,0.09,,-1.68,-0.92,0.69,1.0085899999999999,1,0,0,-0.63,1,1,-0.44,1,-1.72
91.0,0,1,3.105,0.0,257,0,inst_5,-1.27,-0.44,-0.13,-0.03,0,0,1.89,0.19,-0.63,0.0,2.85,-0.38,-0.03,-1.09315,1,1,0,-1.4,0,1,0.95,0,0.45
114.0,0,0,3.265,0.0,239,0,inst_6,0.1,0.08,-0.45,-0.61,1,0,0.35,-0.64,-0.48,,0.6,-0.11,0.21,-0.31435,0,0,0,1.34,0,1,-0.44,1,-1.91
75.0,0,1,3.77,0.0,93,0,inst_4,-0.74,-1.17,1.24,0.03,0,0,0.43,0.63,0.43,1.0,0.29,0.14,-0.04,-1.1508,1,0,1,-0.48,0,0,1.25,1,0.55
111.0,0,1,3.367,1.0,57,0,inst_3,0.02,0.79,-0.79,-0.85,0,1,1.43,1.31,-0.49,,-0.47,1.09,-0.99,-4.33333,0,0,1,0.51,1,1,0.25,1,-0.4
75.0,0,5,2.8560000000000003,1.0,320,0,inst_3,1.04,-1.32,-0.33,0.49,0,1,0.04,1.42,-0.64,0.0,1.06,-0.02,1.67,3.76952,1,1,1,0.71,0,0,0.46,1,0.39
105.0,0,3,2.02,0.0,217,0,inst_6,0.17,0.64,-1.69,0.98,0,0,-0.89,0.13,-1.25,0.0,-0.8,1.1,2.0,3.04,0,1,1,-1.58,0,0,0.57,0,-0.91
84.0,0,2,3.698,0.0,415,0,inst_6,0.4,-1.85,0.21,-0.3,1,1,2.5,0.7,-1.31,,0.13,-1.18,0.21,-0.22342000000000006,1,1,1,-0.11,1,0,-0.09,1,1.83
104.0,0,1,2.85,0.0,47,0,inst_3,0.2,-0.64,0.06,-0.28,0,1,0.71,-0.79,-1.13,,-0.25,-0.57,1.69,3.8165,0,0,0,-0.37,0,0,1.88,1,-0.16
